City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
236,Bitung,ID,2023-01-03 01:42:31,1.4451,125.1824,86.85,66,100,2.28,overcast clouds
237,Oussouye,SN,2023-01-03 01:42:31,12.485,-16.5469,68.18,58,100,4.36,overcast clouds
238,Nhulunbuy,AU,2023-01-03 01:42:32,-12.2333,136.7667,79.41,94,75,5.75,heavy intensity rain
239,Badah,PK,2023-01-03 01:42:32,27.3332,68.0135,54.0,27,0,6.51,clear sky
240,Monterey,US,2023-01-03 01:42:32,36.2505,-121.2516,46.18,87,100,8.1,overcast clouds
241,Elkton,US,2023-01-03 01:42:33,39.6068,-75.8333,53.19,85,100,3.85,overcast clouds
242,Kidal,ML,2023-01-03 01:42:33,18.4411,1.4078,58.06,26,100,10.42,overcast clouds
243,Kyra,RU,2023-01-03 01:42:34,49.5776,111.9753,-9.62,85,10,3.36,clear sky
244,Tulun,RU,2023-01-03 01:42:34,54.5611,100.5792,-8.03,100,92,3.76,overcast clouds
245,Northam,GB,2023-01-03 01:42:34,51.0333,-4.2167,44.62,93,100,15.46,overcast clouds
246,Xuddur,SO,2023-01-03 01:42:35,4.1213,43.8894,68.86,69,5,17.69,clear sky
247,Casper,US,2023-01-03 01:38:03,42.8666,-106.3131,26.73,89,100,16.11,overcast clouds
248,Balkhash,KZ,2023-01-03 01:42:35,46.844,74.9804,30.81,100,100,11.18,mist
249,Naryan-Mar,RU,2023-01-03 01:42:36,67.6713,53.087,-0.44,95,100,9.44,overcast clouds
250,Nizwa,OM,2023-01-03 01:42:36,22.9333,57.5333,63.01,45,99,5.01,overcast clouds
251,Vardo,NO,2023-01-03 01:42:36,70.3705,31.1107,28.38,86,40,21.85,scattered clouds
252,Port-Gentil,GA,2023-01-03 01:42:37,-0.7193,8.7815,77.14,86,100,11.05,overcast clouds
253,Taylor,US,2023-01-03 01:42:37,32.3001,-99.8337,62.06,34,20,13.8,few clouds
254,Tasiilaq,GL,2023-01-03 01:42:38,65.6145,-37.6368,3.36,63,22,6.53,few clouds
255,Kouroussa,GN,2023-01-03 01:42:38,10.65,-9.8833,68.04,19,2,4.45,clear sky
256,Campo Grande,BR,2023-01-03 01:42:38,-20.4428,-54.6464,71.15,88,75,11.5,light rain
257,Moerai,PF,2023-01-03 01:42:39,-22.4333,-151.3333,78.8,86,100,21.12,moderate rain
258,Ust-Tsilma,RU,2023-01-03 01:42:39,65.441,52.1498,-3.89,100,96,2.55,overcast clouds
259,Tabas,IR,2023-01-03 01:42:39,33.5959,56.9244,40.73,33,0,4.03,clear sky
260,Srandakan,ID,2023-01-03 01:42:40,-7.9386,110.2506,81.36,76,97,12.44,light rain
261,Atambua,ID,2023-01-03 01:42:40,-9.1061,124.8925,77.54,86,99,16.17,overcast clouds
262,Stupava,SK,2023-01-03 01:42:41,48.2747,17.0317,43.45,95,100,4.61,fog
263,Ziro,IN,2023-01-03 01:42:41,27.6333,93.8333,30.94,79,50,2.8,scattered clouds
264,Westport,US,2023-01-03 01:42:41,41.1415,-73.3579,52.09,87,100,3.44,overcast clouds
265,Kungurtug,RU,2023-01-03 01:42:42,50.5994,97.5228,-11.85,98,93,1.54,overcast clouds
266,Baykit,RU,2023-01-03 01:42:42,61.67,96.37,3.27,98,100,2.89,overcast clouds
267,Heze,CN,2023-01-03 01:42:42,35.2431,115.4411,39.99,37,0,5.46,clear sky
268,Birzai,LT,2023-01-03 01:42:43,56.2,24.75,44.26,76,100,23.98,overcast clouds
269,Harper,LR,2023-01-03 01:42:43,4.375,-7.7169,77.07,76,37,2.53,scattered clouds
270,Almaznyy,RU,2023-01-03 01:42:44,48.0448,40.045,40.48,87,99,4.9,overcast clouds
271,Half Moon Bay,US,2023-01-03 01:38:56,37.4636,-122.4286,50.59,90,100,13.8,mist
272,Port Lincoln,AU,2023-01-03 01:43:44,-34.7333,135.8667,66.81,61,29,15.9,scattered clouds
273,Lavumisa,SZ,2023-01-03 01:43:44,-27.31,31.892,68.5,91,93,1.86,overcast clouds
274,Bilopillya,UA,2023-01-03 01:43:45,51.1502,34.3129,42.35,91,93,12.1,overcast clouds
275,Santa Rosa,PH,2023-01-03 01:39:04,14.3122,121.1114,80.1,89,100,15.26,overcast clouds
276,Maple Creek,CA,2023-01-03 01:43:45,49.9168,-109.4848,28.81,59,22,6.91,few clouds
277,Channel-Port Aux Basques,CA,2023-01-03 01:43:46,47.5702,-59.1367,29.01,79,99,18.28,overcast clouds
278,Isabela,PH,2023-01-03 01:43:46,6.7085,121.9711,84.25,86,100,6.71,overcast clouds
279,Nara,JP,2023-01-03 01:43:46,34.6851,135.8049,44.91,69,98,10.04,overcast clouds
280,Clyde River,CA,2023-01-03 01:43:47,70.4692,-68.5914,-28.97,68,0,6.91,clear sky
281,Dalhousie,IN,2023-01-03 01:43:47,32.5333,75.9833,29.88,35,0,7.05,clear sky
282,Darhan,MN,2023-01-03 01:43:48,49.4867,105.9228,-17.66,98,96,3.8,overcast clouds
283,San Juan,AR,2023-01-03 01:41:08,-31.5375,-68.5364,83.21,22,1,4.34,clear sky
284,Ostrovnoy,RU,2023-01-03 01:43:48,68.0531,39.5131,22.59,75,100,22.41,overcast clouds
285,Inhambane,MZ,2023-01-03 01:43:49,-23.865,35.3833,72.95,87,6,4.56,clear sky
286,Nadym,RU,2023-01-03 01:43:49,65.5333,72.5167,2.88,95,100,21.56,light snow
287,Malibu,US,2023-01-03 01:40:02,34.005,-118.8101,55.96,91,100,1.92,overcast clouds
288,Gejiu,CN,2023-01-03 01:43:50,23.306,103.1635,41.59,83,58,4.21,broken clouds
289,Coquimbo,CL,2023-01-03 01:43:50,-29.9533,-71.3436,60.53,88,0,10.36,clear sky
290,Malaya Vishera,RU,2023-01-03 01:43:50,58.8454,32.2222,26.37,96,100,5.99,light snow
291,Weihe,CN,2023-01-03 01:43:51,32.9952,105.3247,35.08,73,77,4.16,broken clouds
292,Takoradi,GH,2023-01-03 01:43:51,4.8845,-1.7554,77.83,81,11,4.43,few clouds
293,Stepnoye,RU,2023-01-03 01:43:52,51.4,46.8667,29.77,72,80,13.47,broken clouds
294,Stanceni,RO,2023-01-03 01:43:52,46.9833,25.2333,40.75,86,29,3.33,scattered clouds
295,Tete,MZ,2023-01-03 01:43:52,-16.1564,33.5867,73.85,91,100,0.6,light rain
296,Evensk,RU,2023-01-03 01:43:53,61.95,159.2333,-4.68,68,1,13.91,clear sky
297,San Quintin,MX,2023-01-03 01:43:53,30.4833,-115.95,56.84,69,54,7.63,broken clouds
298,Berdychiv,UA,2023-01-03 01:43:54,49.8993,28.6024,41.9,88,88,8.08,overcast clouds
299,Agirish,RU,2023-01-03 01:43:54,61.9247,63.0231,3.06,97,100,5.48,overcast clouds
300,Billings,US,2023-01-03 01:43:29,45.7833,-108.5007,30.51,79,40,3.0,scattered clouds
301,Bichena,ET,2023-01-03 01:43:54,10.45,38.2,50.59,72,7,1.68,clear sky
302,Cairns,AU,2023-01-03 01:43:55,-16.9167,145.7667,85.95,66,75,10.36,broken clouds
303,Kruisfontein,ZA,2023-01-03 01:43:55,-34.0033,24.7314,68.88,77,91,3.6,overcast clouds
304,Iqaluit,CA,2023-01-03 01:43:56,63.7506,-68.5145,-7.31,83,40,4.61,light snow
305,San Carlos De Bariloche,AR,2023-01-03 01:39:47,-41.1456,-71.3082,51.55,66,40,21.85,scattered clouds
306,Mackenzie,CA,2023-01-03 01:43:56,55.2999,-123.1698,26.82,93,100,2.3,overcast clouds
307,Varnavino,RU,2023-01-03 01:43:56,57.4035,45.0916,24.53,91,100,10.04,overcast clouds
308,Cariati,IT,2023-01-03 01:43:57,39.4922,16.9594,54.77,73,0,4.34,clear sky
309,Nikolayevsk-Na-Amure,RU,2023-01-03 01:43:57,53.1406,140.73,-0.85,90,100,15.79,overcast clouds
310,Manggar,ID,2023-01-03 01:43:58,-2.8833,108.2667,80.69,77,100,12.15,overcast clouds
311,Banda Aceh,ID,2023-01-03 01:43:58,5.5577,95.3222,78.94,75,100,6.04,overcast clouds
312,Doha,QA,2023-01-03 01:43:42,25.2867,51.5333,62.58,88,100,11.5,moderate rain
313,Port Blair,IN,2023-01-03 01:43:59,11.6667,92.75,78.84,65,75,5.75,broken clouds
314,Wagar,SD,2023-01-03 01:43:59,16.1525,36.2032,72.66,80,6,6.15,clear sky
315,Excelsior Springs,US,2023-01-03 01:43:29,39.3392,-94.2261,57.7,93,100,6.91,heavy intensity rain
316,San Cristobal,VE,2023-01-03 01:44:00,7.7669,-72.225,68.18,97,92,2.66,overcast clouds
317,Sao Miguel Do Araguaia,BR,2023-01-03 01:44:00,-13.275,-50.1628,72.88,85,100,1.66,overcast clouds
318,Tomari,RU,2023-01-03 01:44:00,47.7658,142.0683,11.53,76,100,18.86,overcast clouds
319,Sakaiminato,JP,2023-01-03 01:45:01,35.55,133.2333,42.73,87,75,8.05,broken clouds
320,Majenang,ID,2023-01-03 01:45:01,-7.2975,108.7642,82.2,77,100,2.13,overcast clouds
321,Mukhen,RU,2023-01-03 01:45:02,48.1,136.1,-1.25,80,85,9.75,overcast clouds
322,Neiafu,TO,2023-01-03 01:45:03,-18.65,-173.9833,86.68,79,75,4.61,light rain
323,Berlevag,NO,2023-01-03 01:45:04,70.8578,29.0864,28.4,64,75,18.41,light snow
324,Dunedin,NZ,2023-01-03 01:45:04,-45.8742,170.5036,59.81,95,100,12.3,overcast clouds
325,Baruun-Urt,MN,2023-01-03 01:45:05,46.6806,113.2792,-9.47,93,21,4.7,few clouds
326,Diego De Almagro,CL,2023-01-03 01:45:05,-26.3667,-70.05,63.73,53,1,3.65,clear sky
327,Cuevas,PH,2023-01-03 01:45:06,8.0192,126.0942,73.8,99,100,2.01,overcast clouds
328,Nouadhibou,MR,2023-01-03 01:45:07,20.931,-17.0347,67.98,68,0,18.41,clear sky
329,La Ronge,CA,2023-01-03 01:45:07,55.1001,-105.2842,14.25,92,0,6.91,clear sky
330,Ust-Kuyga,RU,2023-01-03 01:45:08,70.0167,135.6,-42.34,99,96,7.94,overcast clouds
331,Hasaki,JP,2023-01-03 01:45:09,35.7333,140.8333,48.29,35,5,9.13,clear sky
332,Kormilovka,RU,2023-01-03 01:45:09,55.0026,74.1028,15.73,92,86,15.75,overcast clouds
333,Dingle,PH,2023-01-03 01:43:12,10.9995,122.6711,75.52,91,100,10.45,overcast clouds
334,Hambantota,LK,2023-01-03 01:45:10,6.1241,81.1185,68.34,100,20,3.44,few clouds
335,Rimouski,CA,2023-01-03 01:41:03,48.4488,-68.524,29.88,89,81,5.91,snow
336,Hannibal,US,2023-01-03 01:45:12,39.7084,-91.3585,52.72,93,100,6.91,fog
337,Sao Joao Da Barra,BR,2023-01-03 01:45:13,-21.6403,-41.0511,74.52,86,0,21.03,clear sky
338,Tutoia,BR,2023-01-03 01:45:14,-2.7619,-42.2744,78.89,84,51,11.56,broken clouds
339,Iguatu,BR,2023-01-03 01:45:14,-6.3594,-39.2986,77.76,68,88,6.11,overcast clouds
340,Charlestown,AU,2023-01-03 01:45:15,-32.95,151.6667,83.98,77,0,5.99,clear sky
341,Parana,AR,2023-01-03 01:45:16,-31.732,-60.5238,76.55,23,0,6.35,clear sky
342,Elat,IL,2023-01-03 01:45:16,29.5581,34.9482,57.34,71,0,9.01,clear sky
343,Key West,US,2023-01-03 01:45:17,24.5557,-81.7826,75.99,94,0,11.5,clear sky
344,Raudeberg,NO,2023-01-03 01:45:17,61.9875,5.1352,30.87,56,50,6.02,scattered clouds
345,Tomatlan,MX,2023-01-03 01:45:18,19.9333,-105.25,70.59,82,96,1.83,overcast clouds
346,Shellbrook,CA,2023-01-03 01:43:55,53.2168,-106.4011,7.83,91,16,6.11,few clouds
347,Morehead,US,2023-01-03 01:45:19,37.2711,-87.1764,64.94,97,100,8.05,moderate rain
348,Carutapera,BR,2023-01-03 01:45:19,-1.195,-46.02,76.14,88,30,5.44,scattered clouds
349,Pointe Michel,DM,2023-01-03 01:45:20,15.25,-61.3833,77.88,70,18,11.88,few clouds
350,Kunming,CN,2023-01-03 01:45:20,25.0389,102.7183,44.53,87,75,11.18,broken clouds
351,Aswan,EG,2023-01-03 01:45:21,24.0934,32.907,52.9,66,0,6.91,clear sky
352,Tiruvannamalai,IN,2023-01-03 01:45:21,12.2167,79.0667,69.57,85,1,2.33,clear sky
353,Sheridan,US,2023-01-03 01:45:22,44.8333,-106.9173,32.38,84,100,8.05,overcast clouds
354,Rawson,AR,2023-01-03 01:45:23,-43.3002,-65.1023,68.97,33,16,16.78,few clouds
355,Ribeira Grande,PT,2023-01-03 01:45:23,38.5167,-28.7,60.78,84,100,17.0,overcast clouds
356,Jiayuguan,CN,2023-01-03 01:40:35,39.8167,98.3,17.85,43,0,2.71,clear sky
357,Kizema,RU,2023-01-03 01:45:24,61.113,44.8302,12.47,86,80,10.25,broken clouds
358,Tabuk,PH,2023-01-03 01:45:24,17.4189,121.4443,71.92,97,100,5.55,overcast clouds
359,Ketchikan,US,2023-01-03 01:45:25,55.3422,-131.6461,39.18,93,100,5.75,moderate rain
360,Jumla,NP,2023-01-03 01:45:25,29.2747,82.1838,31.68,38,0,4.76,clear sky
361,Maningrida,AU,2023-01-03 01:45:26,-12.0667,134.2667,82.13,81,100,15.64,overcast clouds
362,Lima,PE,2023-01-03 01:40:56,-12.0432,-77.0282,71.91,76,40,17.27,scattered clouds
363,Salinas,US,2023-01-03 01:45:26,36.6777,-121.6555,55.08,70,100,10.36,overcast clouds
364,Menongue,AO,2023-01-03 01:45:27,-14.6585,17.691,61.02,98,100,5.39,light rain
365,Jiangyou,CN,2023-01-03 01:45:27,31.7667,104.7167,45.59,66,9,1.36,clear sky
366,Lahore,PK,2023-01-03 01:46:28,31.5497,74.3436,42.91,100,100,0.0,fog
367,Tsiroanomandidy,MG,2023-01-03 01:46:28,-18.7667,46.0333,65.84,96,100,4.72,light rain
368,Roma,US,2023-01-03 01:46:29,43.2128,-75.4557,38.88,87,100,0.0,overcast clouds
369,Prince Rupert,CA,2023-01-03 01:46:29,54.3161,-130.3201,42.49,84,100,21.85,light rain
370,Geraldton,AU,2023-01-03 01:42:14,-28.7667,114.6,97.21,14,61,19.57,broken clouds
371,Bonavista,CA,2023-01-03 01:46:30,48.6499,-53.1147,31.17,95,100,9.93,light snow
372,Kabo,CF,2023-01-03 01:46:30,7.6994,18.629,71.1,34,12,4.54,few clouds
373,Ust-Maya,RU,2023-01-03 01:46:30,60.4167,134.5333,-42.65,98,66,1.21,broken clouds
374,Belmonte,BR,2023-01-03 01:46:31,-15.8631,-38.8828,74.66,82,100,4.27,overcast clouds
375,Tracy,US,2023-01-03 01:42:03,37.7397,-121.4252,46.38,94,100,8.01,moderate rain
376,San Isidro,PE,2023-01-03 01:46:31,-12.1167,-77.05,72.01,77,40,17.27,scattered clouds
377,Severo-Yeniseyskiy,RU,2023-01-03 01:46:32,60.3725,93.0408,3.67,94,100,7.34,overcast clouds
378,Dukat,RU,2023-01-03 01:46:32,62.55,155.55,-30.62,100,57,5.39,broken clouds
379,Nador,MA,2023-01-03 01:46:33,35.174,-2.9287,53.85,82,0,4.61,clear sky
380,Whitehorse,CA,2023-01-03 01:46:33,60.7161,-135.0538,29.17,86,75,23.02,broken clouds
381,Hokitika,NZ,2023-01-03 01:46:33,-42.7167,170.9667,69.51,66,99,7.9,overcast clouds
382,Bayanday,RU,2023-01-03 01:46:34,53.0661,105.5139,-13.92,99,99,0.43,overcast clouds
383,Kerema,PG,2023-01-03 01:46:34,-7.9631,145.7785,86.72,59,28,7.34,scattered clouds
384,Kahului,US,2023-01-03 01:46:34,20.8947,-156.47,80.96,75,40,8.99,scattered clouds
385,Chimbote,PE,2023-01-03 01:44:56,-9.0853,-78.5783,67.96,88,100,6.8,overcast clouds
386,Avera,US,2023-01-03 01:46:35,33.194,-82.5271,60.31,74,7,6.78,clear sky
387,Itaituba,BR,2023-01-03 01:46:35,-4.2761,-55.9836,78.96,94,20,0.0,few clouds
388,Vestmannaeyjar,IS,2023-01-03 01:46:36,63.4427,-20.2734,38.23,80,100,9.28,overcast clouds
389,Youhao,CN,2023-01-03 01:46:36,47.8667,128.8333,1.9,76,7,5.68,clear sky
390,Milazzo,IT,2023-01-03 01:46:37,38.2212,15.2383,58.57,80,6,5.99,clear sky
391,Leh,IN,2023-01-03 01:46:37,34.1667,77.5833,-0.54,77,53,3.36,broken clouds
392,Vernon,CA,2023-01-03 01:46:16,50.2581,-119.2691,32.61,86,92,1.14,overcast clouds
393,Estelle,US,2023-01-03 01:46:38,29.8458,-90.1067,73.99,89,40,13.0,scattered clouds
394,Kirando,TZ,2023-01-03 01:46:38,-7.4167,30.6,71.29,79,100,6.38,light rain
395,Luwuk,ID,2023-01-03 01:46:39,-0.9516,122.7875,86.65,63,98,2.37,overcast clouds
396,Pacocha,PE,2023-01-03 01:46:39,-17.5833,-71.3333,69.1,85,97,4.65,overcast clouds
397,Umm Lajj,SA,2023-01-03 01:46:39,25.0213,37.2685,69.44,61,5,4.59,clear sky
398,Bani,DO,2023-01-03 01:46:40,18.2833,-70.3333,73.85,78,55,12.35,broken clouds
399,Tarabha,IN,2023-01-03 01:46:40,20.7333,83.65,61.23,77,0,0.78,clear sky
400,Kokopo,PG,2023-01-03 01:46:41,-4.352,152.2633,86.34,65,73,11.7,broken clouds
401,Asau,RO,2023-01-03 01:46:41,46.4333,26.4,29.32,76,44,7.16,scattered clouds
402,Pachino,IT,2023-01-03 01:46:42,36.7186,15.0907,56.53,84,1,6.13,clear sky
403,Thinadhoo,MV,2023-01-03 01:46:42,0.5333,72.9333,80.29,70,74,10.58,broken clouds
404,Saint Anthony,US,2023-01-03 01:46:20,45.0205,-93.218,26.55,90,100,3.44,mist
405,Mogadishu,SO,2023-01-03 01:46:42,2.0371,45.3438,77.47,74,100,19.82,overcast clouds
406,Wuda,CN,2023-01-03 01:46:43,39.4994,106.7117,22.86,36,0,0.43,clear sky
407,Aguilas,ES,2023-01-03 01:46:43,37.4063,-1.5829,57.87,56,58,4.25,broken clouds
408,Adrar,MR,2023-01-03 01:46:44,20.5022,-10.0711,64.08,17,0,8.81,clear sky
409,Aguimes,ES,2023-01-03 01:47:44,27.9054,-15.4461,63.23,70,0,10.0,clear sky
410,Alamogordo,US,2023-01-03 01:45:56,32.8995,-105.9603,43.61,65,0,10.36,clear sky
411,Varzea Da Palma,BR,2023-01-03 01:47:45,-17.5981,-44.7308,69.91,77,27,2.26,scattered clouds
412,Adre,TD,2023-01-03 01:47:45,13.4667,22.2,60.58,33,0,15.73,clear sky
413,Dwarka,IN,2023-01-03 01:47:45,22.2394,68.9678,68.18,44,4,12.88,clear sky
414,Kadaya,RU,2023-01-03 01:47:46,50.9327,119.2911,-25.96,99,52,1.63,broken clouds
415,Melfort,CA,2023-01-03 01:47:46,52.8667,-104.6177,12.33,79,5,11.5,clear sky
416,Eltville,DE,2023-01-03 01:47:47,50.0333,8.1167,47.48,92,40,4.0,scattered clouds
417,Acapulco,MX,2023-01-03 01:42:56,16.8634,-99.8901,80.42,78,40,6.91,scattered clouds
418,Deputatskiy,RU,2023-01-03 01:47:47,69.3,139.9,-40.22,99,48,4.88,scattered clouds
419,Mahon,ES,2023-01-03 01:47:48,39.8885,4.2658,54.16,100,75,5.75,fog
420,Sur,OM,2023-01-03 01:47:48,22.5667,59.5289,71.8,49,8,16.67,clear sky
421,Verkhoshizhemye,RU,2023-01-03 01:47:48,58.011,49.1038,21.6,91,100,13.33,light snow
422,Semirom,IR,2023-01-03 01:47:49,31.4167,51.5667,24.78,62,4,3.24,clear sky
423,Faanui,PF,2023-01-03 01:47:49,-16.4833,-151.75,81.59,70,69,15.26,broken clouds
424,Nobeoka,JP,2023-01-03 01:47:49,32.5833,131.6667,48.15,40,83,2.59,broken clouds
425,Mandalgovi,MN,2023-01-03 01:47:50,45.7625,106.2708,2.19,87,98,5.39,overcast clouds
426,Rocha,UY,2023-01-03 01:47:50,-34.4833,-54.3333,60.22,89,4,5.91,clear sky
427,Biltine,TD,2023-01-03 01:47:51,14.5333,20.9167,63.66,30,0,13.6,clear sky
428,Sangre Grande,TT,2023-01-03 01:47:51,10.5835,-61.1177,77.05,90,25,7.96,light rain
429,Moron,AR,2023-01-03 01:47:51,-34.6534,-58.6198,75.97,64,0,10.54,clear sky
430,Saint-Augustin,CA,2023-01-03 01:47:52,51.226,-58.6502,22.37,96,97,5.77,overcast clouds
431,Stornoway,GB,2023-01-03 01:47:52,58.2093,-6.3865,43.93,82,40,26.46,scattered clouds
432,Donskoye,RU,2023-01-03 01:47:52,45.4552,41.9741,48.33,85,63,9.55,broken clouds
433,Bayir,TR,2023-01-03 01:47:53,37.2687,28.2167,30.72,41,0,2.8,clear sky
434,Boende,CD,2023-01-03 01:47:53,-0.2167,20.8667,71.37,83,100,2.33,overcast clouds
435,Banjar,ID,2023-01-03 01:47:54,-8.19,114.9675,84.36,65,100,4.74,overcast clouds
436,Charlottesville,US,2023-01-03 01:47:04,38.0293,-78.4767,58.51,91,0,6.91,clear sky
437,Hovd,MN,2023-01-03 01:47:54,48.0056,91.6419,-3.95,77,99,1.97,overcast clouds
438,Imeni Zhelyabova,RU,2023-01-03 01:47:55,58.9544,36.5956,13.71,98,100,1.5,overcast clouds
439,Bafq,IR,2023-01-03 01:47:55,31.6128,55.4107,37.96,46,0,0.54,clear sky
440,Abalak,RU,2023-01-03 01:47:55,58.1286,68.5944,17.6,92,100,12.55,overcast clouds
441,Plettenberg Bay,ZA,2023-01-03 01:47:56,-34.0527,23.3716,69.98,74,0,2.46,clear sky
442,Kavieng,PG,2023-01-03 01:45:42,-2.5744,150.7967,85.19,69,47,8.55,scattered clouds
443,Richards Bay,ZA,2023-01-03 01:47:56,-28.783,32.0377,71.85,84,98,7.65,overcast clouds
444,Beyneu,KZ,2023-01-03 01:47:57,45.3167,55.2,38.77,90,90,18.63,overcast clouds
445,Santa Isabel Do Rio Negro,BR,2023-01-03 01:47:57,-0.4139,-65.0192,72.82,94,100,2.15,overcast clouds
446,Novoilinsk,RU,2023-01-03 01:47:57,51.6829,108.7143,-16.46,99,69,1.61,broken clouds
447,Siderno,IT,2023-01-03 01:47:58,38.2779,16.302,52.34,77,0,6.38,clear sky
448,Labrea,BR,2023-01-03 01:47:58,-7.2586,-64.7981,73.27,97,100,3.27,overcast clouds
449,Cobija,BO,2023-01-03 01:47:59,-11.0267,-68.7692,77.92,71,98,3.8,overcast clouds
450,Steinbach,DE,2023-01-03 01:46:16,50.1667,8.5667,46.87,93,0,6.91,clear sky
451,Berbera,SO,2023-01-03 01:47:59,10.4396,45.0143,75.94,73,100,11.81,light rain
452,Tual,ID,2023-01-03 01:47:59,-5.6667,132.75,83.7,75,100,14.18,overcast clouds
453,Mizan Teferi,ET,2023-01-03 01:48:00,6.9833,35.5833,60.04,82,43,2.95,scattered clouds
454,Ghanzi,BW,2023-01-03 01:48:00,-21.5667,21.7833,68.74,79,4,6.24,clear sky
455,Ulagan,RU,2023-01-03 01:49:01,50.6321,87.9563,0.21,89,100,2.35,overcast clouds
456,Ponta Do Sol,PT,2023-01-03 01:49:01,32.6667,-17.1,61.72,70,94,8.03,overcast clouds
457,Luderitz,NA,2023-01-03 01:49:02,-26.6481,15.1594,64.13,88,31,7.7,scattered clouds
458,Korla,CN,2023-01-03 01:49:02,41.7597,86.1469,16.48,64,39,4.21,scattered clouds
459,Alta Floresta,BR,2023-01-03 01:49:03,-9.8756,-56.0861,71.24,98,100,3.2,light rain
460,Pisco,PE,2023-01-03 01:49:03,-13.7,-76.2167,69.03,88,0,21.85,heavy intensity rain
461,Lavrentiya,RU,2023-01-03 01:49:04,65.5833,-171.0,-9.17,83,100,7.74,overcast clouds
462,Redwater,US,2023-01-03 01:49:04,33.3582,-94.2544,70.09,90,100,14.94,overcast clouds
463,Lucapa,AO,2023-01-03 01:49:05,-8.4192,20.7447,64.35,98,100,3.6,light rain
464,Yerbogachen,RU,2023-01-03 01:49:05,61.2767,108.0108,1.56,96,100,10.33,light snow
465,Opuwo,NA,2023-01-03 01:49:06,-18.0607,13.84,64.76,80,89,7.38,overcast clouds
466,Lata,PT,2023-01-03 01:49:07,40.1629,-8.3327,40.91,92,0,2.84,clear sky
467,Hailar,CN,2023-01-03 01:49:07,49.2,119.7,-15.0,95,14,4.54,few clouds
468,Menzelinsk,RU,2023-01-03 01:49:08,55.7271,53.1026,21.51,91,84,15.1,broken clouds
469,Millet,CA,2023-01-03 01:46:16,53.1001,-113.4687,24.31,74,89,9.15,overcast clouds
470,Chuy,UY,2023-01-03 01:49:08,-33.6971,-53.4616,63.63,85,0,7.72,clear sky
471,Corumba,BR,2023-01-03 01:49:09,-19.0092,-57.6533,74.93,90,100,2.37,heavy intensity rain
