City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Adendron,GR,2022-12-30 19:53:55,40.6717,22.6044,284.65,89,10,0.26
281,Felanitx,ES,2022-12-30 19:53:56,39.4696,3.1483,288.16,79,9,4.7
282,Carnarvon,AU,2022-12-30 19:53:56,-24.8667,113.6333,295.84,72,0,10.07
283,Komsomolskiy,UZ,2022-12-30 19:53:57,40.4272,71.7189,271.55,93,100,1.03
284,Ushtobe,KZ,2022-12-30 19:53:57,45.2514,77.9838,266.46,95,100,1.66
285,Nantucket,US,2022-12-30 19:53:33,41.2835,-70.0995,285.21,87,4,5.76
286,Naze,JP,2022-12-30 19:53:57,28.3667,129.4833,285.66,78,100,6.75
287,Jalu,LY,2022-12-30 19:53:58,29.0331,21.5482,286.84,60,1,3.11
288,Ilo,PE,2022-12-30 19:53:58,-17.6394,-71.3375,296.63,69,75,6.69
289,Mahebourg,MU,2022-12-30 19:53:58,-20.4081,57.7,297.31,78,20,1.54
290,Entre Rios,BR,2022-12-30 19:53:59,-11.9419,-38.0844,300.72,57,19,4.46
291,Grindavik,IS,2022-12-30 19:53:59,63.8424,-22.4338,261.41,85,0,3.6
292,Jiblah,YE,2022-12-30 19:54:00,13.9216,44.1467,286.64,80,11,3.12
293,Nemuro,JP,2022-12-30 19:54:00,43.3236,145.575,270.63,65,27,6.04
294,Petropavlovsk-Kamchatskiy,RU,2022-12-30 19:54:00,53.0452,158.6483,262.48,67,75,2.0
295,Mogadishu,SO,2022-12-30 19:54:01,2.0371,45.3438,298.54,79,100,8.67
296,Maurawan,IN,2022-12-30 19:54:01,26.4333,80.8833,285.17,45,0,1.66
297,Pringsewu,ID,2022-12-30 19:54:02,-5.3582,104.9744,295.53,96,93,0.42
298,Poum,NC,2022-12-30 19:54:03,-20.2333,164.0167,299.98,74,78,7.54
299,Bahia Blanca,AR,2022-12-30 19:54:03,-38.7196,-62.2724,303.87,32,1,0.45
300,Bonoua,CI,2022-12-30 19:54:04,5.2741,-3.595,300.94,83,50,2.26
301,Bombay,IN,2022-12-30 19:52:31,19.0144,72.8479,298.14,69,2,0.0
302,Quang Ngai,VN,2022-12-30 19:54:05,15.1167,108.8,292.08,90,100,4.03
303,Zheleznodorozhnyy,RU,2022-12-30 19:54:06,55.7503,38.0042,274.44,100,100,2.32
304,Moquegua,PE,2022-12-30 19:54:06,-17.1956,-70.9353,294.29,59,100,5.09
305,Ranibennur,IN,2022-12-30 19:54:07,14.6167,75.6167,293.82,53,9,2.34
306,Airai,TL,2022-12-30 19:54:08,-8.9266,125.4092,289.06,97,99,2.87
307,Saldanha,ZA,2022-12-30 19:54:09,-33.0117,17.9442,291.04,80,0,6.39
308,Narsaq,GL,2022-12-30 19:54:09,60.9167,-46.05,252.5,71,0,3.06
309,Puerto Concordia,CO,2022-12-30 19:54:10,2.6221,-72.7572,308.07,29,25,2.98
310,Bubaque,GW,2022-12-30 19:54:10,11.2833,-15.8333,299.61,70,100,6.06
311,Georgetown,MY,2022-12-30 19:49:26,5.4112,100.3354,300.11,85,20,4.12
312,Mangrol,IN,2022-12-30 19:54:11,21.1167,70.1167,293.52,48,0,5.26
313,Hovd,MN,2022-12-30 19:54:11,48.0056,91.6419,255.68,83,100,0.97
314,Rio Gallegos,AR,2022-12-30 19:51:59,-51.6226,-69.2181,290.18,22,40,16.98
315,Anchorage,US,2022-12-30 19:53:21,61.2181,-149.9003,270.68,87,75,1.34
316,Kailua,US,2022-12-30 19:53:05,21.4022,-157.7394,299.07,72,77,1.79
317,Tari,NG,2022-12-30 19:54:33,12.4086,4.4914,293.51,12,0,4.79
318,Isangel,VU,2022-12-30 19:54:34,-19.55,169.2667,300.21,83,97,4.63
319,Shimoda,JP,2022-12-30 19:54:34,34.6667,138.95,281.19,74,55,2.27
320,Puerto Ayacucho,VE,2022-12-30 19:54:34,5.6639,-67.6236,306.79,41,32,1.44
321,Slavonice,CZ,2022-12-30 19:55:35,48.9975,15.3515,277.52,90,100,2.28
322,Svetlogorsk,BY,2022-12-30 19:55:35,52.6333,29.7333,275.2,99,100,4.57
323,Sulphur Springs,US,2022-12-30 19:55:36,33.1385,-95.6011,289.23,67,0,0.0
324,Husavik,IS,2022-12-30 19:55:36,66.0449,-17.3389,266.23,66,100,8.85
325,Ossora,RU,2022-12-30 19:55:36,59.2353,163.0719,255.78,96,100,3.67
326,Urdoma,RU,2022-12-30 19:55:37,61.7533,48.5442,261.69,94,94,2.97
327,Sambava,MG,2022-12-30 19:55:37,-14.2667,50.1667,297.55,84,34,2.76
328,Marsh Harbour,BS,2022-12-30 19:55:38,26.5412,-77.0636,297.9,79,5,4.79
329,West Bay,KY,2022-12-30 19:55:38,19.3667,-81.4167,303.19,67,20,5.66
330,Liverpool,GB,2022-12-30 19:52:00,53.4106,-2.9779,283.39,79,40,7.72
331,Binzhou,CN,2022-12-30 19:55:38,37.3667,118.0167,269.65,38,0,2.03
332,San Cristobal,VE,2022-12-30 19:53:56,7.7669,-72.225,297.25,44,54,1.97
333,Flinders,AU,2022-12-30 19:55:39,-34.5833,150.8552,291.58,92,54,2.24
334,Alofi,NU,2022-12-30 19:52:22,-19.0595,-169.9187,300.09,89,75,2.06
335,Filingue,NE,2022-12-30 19:55:40,14.3521,3.3168,295.11,13,5,4.47
336,Hay River,CA,2022-12-30 19:55:40,60.8156,-115.7999,263.14,79,75,4.12
337,Yerbogachen,RU,2022-12-30 19:55:40,61.2767,108.0108,248.46,91,100,3.51
338,Bam,IR,2022-12-30 19:55:41,29.106,58.357,281.94,40,97,0.43
339,Jijiang,CN,2022-12-30 19:55:41,29.2906,106.2542,283.98,70,100,1.57
340,Auki,SB,2022-12-30 19:55:41,-8.7676,160.7034,299.44,86,98,2.79
341,Sibiti,CG,2022-12-30 19:55:42,-3.6819,13.3499,294.27,96,95,0.71
342,Port Lincoln,AU,2022-12-30 19:55:42,-34.7333,135.8667,288.17,82,0,5.38
343,Dolores,AR,2022-12-30 19:55:43,-36.3132,-57.6792,311.62,11,0,5.99
344,Anadyr,RU,2022-12-30 19:55:43,64.75,177.4833,246.43,76,75,6.0
345,Inyonga,TZ,2022-12-30 19:55:43,-6.7167,32.0667,290.22,97,99,1.13
346,Sabya,SA,2022-12-30 19:55:44,17.1495,42.6254,298.94,71,58,1.57
347,Opuwo,NA,2022-12-30 19:55:44,-18.0607,13.84,296.05,67,99,1.97
348,Sao Filipe,CV,2022-12-30 19:55:45,14.8961,-24.4956,295.73,63,2,3.77
349,Consett,GB,2022-12-30 19:55:45,54.854,-1.8316,279.95,82,72,11.74
350,Pilar,BR,2022-12-30 19:55:46,-9.5972,-35.9567,300.11,64,9,4.36
351,Totness,SR,2022-12-30 19:55:46,5.8833,-56.3167,299.68,81,51,4.87
352,Peniche,PT,2022-12-30 19:55:46,39.3558,-9.3811,289.98,84,100,8.82
353,Zurrieq,MT,2022-12-30 19:55:47,35.8311,14.4742,288.69,94,0,3.6
354,Ilovlya,RU,2022-12-30 19:55:47,49.3033,43.9796,274.47,93,100,3.71
355,Challans,FR,2022-12-30 19:55:47,46.8436,-1.8749,289.66,91,100,6.26
356,Keflavik,IS,2022-12-30 19:52:21,64.0049,-22.5624,261.39,85,0,3.6
357,Shiogama,JP,2022-12-30 19:55:48,38.3167,141.0333,275.59,72,9,2.54
358,Bakchar,RU,2022-12-30 19:55:48,57.0186,82.0711,250.4,100,94,0.87
359,Harper,LR,2022-12-30 19:55:49,4.375,-7.7169,299.82,81,36,4.0
360,Zhangye,CN,2022-12-30 19:55:49,38.9342,100.4517,266.27,30,0,0.91
361,Labuhan,ID,2022-12-30 19:55:49,-6.8844,112.2051,297.74,90,78,5.28
362,Muravlenko,RU,2022-12-30 19:55:50,63.7898,74.523,244.5,100,61,3.81
363,Talaya,RU,2022-12-30 19:55:50,61.3833,152.75,237.32,100,100,0.44
364,Namibe,AO,2022-12-30 19:55:50,-15.1961,12.1522,296.26,81,100,3.66
365,Lata,PT,2022-12-30 19:55:51,40.1629,-8.3327,289.3,92,100,3.34
366,Broome,US,2022-12-30 19:56:51,42.2506,-75.833,285.58,92,100,1.93
367,Sillamae,EE,2022-12-30 19:56:52,59.3997,27.7547,275.28,97,100,5.04
368,Ballina,AU,2022-12-30 19:56:52,-28.8667,153.5667,292.6,99,43,2.76
369,Kinshasa,CD,2022-12-30 19:56:52,-4.3246,15.3215,297.42,88,100,0.71
370,Kahului,US,2022-12-30 19:56:53,20.8947,-156.47,298.13,82,45,4.47
371,Kemptville,CA,2022-12-30 19:56:53,45.0168,-75.641,283.29,76,100,5.14
372,Ukiah,US,2022-12-30 19:56:53,39.1502,-123.2078,289.32,93,100,3.09
373,Denpasar,ID,2022-12-30 19:56:52,-8.65,115.2167,297.99,94,20,0.51
374,San Andres,CO,2022-12-30 19:56:54,12.5847,-81.7006,303.16,70,40,4.63
375,Ust-Tsilma,RU,2022-12-30 19:56:54,65.441,52.1498,255.01,97,84,2.73
376,San Jeronimo,PE,2022-12-30 19:56:55,-11.9472,-75.2829,289.57,54,100,2.54
377,Gondanglegi,ID,2022-12-30 19:56:55,-7.7479,112.0132,296.25,94,74,2.5
378,Ola,RU,2022-12-30 19:56:55,59.5833,151.2833,250.28,83,86,4.04
379,Kitimat,CA,2022-12-30 19:56:56,54.0524,-128.6534,273.66,26,100,0.45
380,Pinawa,CA,2022-12-30 19:56:56,50.1489,-95.8811,259.91,85,88,2.69
381,Imeni Poliny Osipenko,RU,2022-12-30 19:56:56,52.4201,136.4853,255.13,95,100,1.91
382,Malanje,AO,2022-12-30 19:56:57,-9.5402,16.341,290.97,96,81,1.52
383,Tetouan,MA,2022-12-30 19:56:57,35.5711,-5.3724,284.58,76,0,1.03
384,Berezovyy,RU,2022-12-30 19:56:58,51.6667,135.7,254.37,98,100,0.75
385,Sopelana,ES,2022-12-30 19:56:58,43.3789,-2.9831,293.03,57,20,6.71
386,Faanui,PF,2022-12-30 19:56:58,-16.4833,-151.75,299.7,77,13,4.99
387,Sorland,NO,2022-12-30 19:56:59,67.667,12.6934,278.07,75,98,10.6
388,Ardakan,IR,2022-12-30 19:56:59,32.31,54.0175,280.63,42,100,2.05
389,Hopewell,US,2022-12-30 19:56:27,37.3043,-77.2872,293.57,59,0,2.29
390,Le Port,RE,2022-12-30 19:55:20,-20.9373,55.2919,298.15,85,25,0.04
391,Pacific Grove,US,2022-12-30 19:57:00,36.6177,-121.9166,289.06,95,100,5.36
392,Hasaki,JP,2022-12-30 19:57:00,35.7333,140.8333,274.37,52,1,1.95
393,Puerto Carreno,CO,2022-12-30 19:57:00,6.189,-67.4859,306.14,49,20,4.12
394,Luderitz,NA,2022-12-30 19:57:01,-26.6481,15.1594,297.12,44,0,7.33
395,Srednekolymsk,RU,2022-12-30 19:57:01,67.45,153.6833,231.97,100,96,0.86
396,Coquimbo,CL,2022-12-30 19:57:01,-29.9533,-71.3436,294.0,64,75,5.14
397,Ambilobe,MG,2022-12-30 19:57:02,-13.2,49.05,296.48,89,96,1.49
398,Zhigansk,RU,2022-12-30 19:57:02,66.7697,123.3711,246.92,98,100,0.69
399,Inta,RU,2022-12-30 19:57:03,66.0317,60.1659,245.87,97,18,0.79
400,Naifaru,MV,2022-12-30 19:57:03,5.4444,73.3657,299.98,76,51,7.83
401,Apex,US,2022-12-30 19:51:51,35.7327,-78.8503,293.97,53,2,1.79
402,Berlevag,NO,2022-12-30 19:57:04,70.8578,29.0864,269.15,80,79,6.17
403,Yelnya,RU,2022-12-30 19:57:04,54.5786,33.1837,273.91,99,100,4.81
404,Jacareacanga,BR,2022-12-30 19:54:39,-6.2222,-57.7528,295.29,98,100,0.04
405,Phan Thiet,VN,2022-12-30 19:57:05,10.9333,108.1,294.38,78,90,1.91
406,Verkhnyaya Inta,RU,2022-12-30 19:57:05,65.9811,60.3094,248.2,94,21,1.68
407,Cockburn Town,TC,2022-12-30 19:57:05,21.4612,-71.1419,301.13,57,40,7.2
408,Ituacu,BR,2022-12-30 19:57:06,-13.8133,-41.2967,299.13,73,79,2.43
409,Staffanstorp,SE,2022-12-30 19:57:06,55.6428,13.2064,279.3,88,0,7.72
410,Alice Springs,AU,2022-12-30 19:57:06,-23.7,133.8833,297.9,73,92,0.0
411,Kropotkin,RU,2022-12-30 19:57:07,45.4375,40.5756,276.05,49,96,3.22
412,Skibbereen,IE,2022-12-30 19:57:07,51.55,-9.2667,282.65,89,100,3.81
413,Sassandra,CI,2022-12-30 19:57:07,4.95,-6.0833,299.31,85,73,2.66
414,Ulaangom,MN,2022-12-30 19:58:08,49.9811,92.0667,249.63,95,100,0.33
415,Alta Floresta,BR,2022-12-30 19:58:08,-9.8756,-56.0861,298.15,82,100,2.49
416,Pandan,PH,2022-12-30 19:58:09,14.0453,124.1694,298.64,89,100,2.84
417,Boyolangu,ID,2022-12-30 19:58:09,-8.1181,111.8935,296.27,92,64,2.39
418,Sarangani,PH,2022-12-30 19:58:10,5.4033,125.4636,300.67,76,79,5.17
419,Richards Bay,ZA,2022-12-30 19:58:10,-28.783,32.0377,293.13,74,99,3.29
420,Surgut,RU,2022-12-30 19:58:10,61.25,73.4167,236.25,67,20,1.0
421,Prince Albert,CA,2022-12-30 19:58:11,53.2001,-105.7677,260.12,85,40,3.6
422,Ishinomaki,JP,2022-12-30 19:58:11,38.4167,141.3,275.12,76,10,4.08
423,Terre Haute,US,2022-12-30 19:58:12,39.4667,-87.4139,282.3,95,100,2.57
424,Kungurtug,RU,2022-12-30 19:58:12,50.5994,97.5228,252.38,99,99,0.65
425,Abha,SA,2022-12-30 19:58:12,18.2164,42.5053,283.05,71,0,4.12
426,San Patricio,US,2022-12-30 19:58:13,28.017,-97.5169,299.35,61,54,1.16
427,Santa Maria,BR,2022-12-30 19:55:08,-29.6842,-53.8069,305.76,27,20,3.09
428,Bambous Virieux,MU,2022-12-30 19:58:13,-20.3428,57.7575,297.29,78,20,1.54
429,Koslan,RU,2022-12-30 19:58:14,63.4564,48.8989,257.74,98,95,2.82
430,Nishihara,JP,2022-12-30 19:58:14,26.1842,127.7558,288.75,88,75,9.26
431,Fairbanks,US,2022-12-30 19:58:15,64.8378,-147.7164,252.86,99,17,1.28
432,Yangshan,CN,2022-12-30 19:58:15,28.7615,115.0287,274.9,76,0,1.34
433,Khorixas,NA,2022-12-30 19:58:16,-20.3667,14.9667,297.8,43,31,5.65
434,Curaca,BR,2022-12-30 19:58:16,-8.9903,-39.9094,306.95,30,22,3.24
435,Arinos,BR,2022-12-30 19:58:16,-15.9169,-46.1056,300.37,74,78,0.59
436,Tumba,SE,2022-12-30 19:58:17,59.1986,17.8332,276.16,89,40,3.09
437,Manturovo,RU,2022-12-30 19:58:17,58.3353,44.7619,267.61,95,100,3.7
438,Mayna,RU,2022-12-30 19:58:18,54.1135,47.6231,264.13,98,91,2.82
439,Laguna,US,2022-12-30 19:58:18,38.421,-121.4238,288.31,96,100,11.32
440,Constitucion,CL,2022-12-30 19:58:18,-35.3333,-72.4167,292.85,71,8,3.14
441,Tura,IN,2022-12-30 19:58:19,25.5198,90.2201,285.2,62,0,1.28
442,Copala,MX,2022-12-30 19:58:19,16.65,-98.9833,301.82,56,88,4.22
443,Clarksburg,US,2022-12-30 19:58:20,39.2807,-80.3445,294.21,65,70,0.99
444,Rio Grande,BR,2022-12-30 19:58:20,-32.035,-52.0986,299.1,54,0,7.31
445,Saint-Francois,FR,2022-12-30 19:54:47,46.4154,3.9054,286.86,72,100,4.12
446,Sampit,ID,2022-12-30 19:58:21,-2.5333,112.95,296.24,85,100,1.21
447,Sarkand,KZ,2022-12-30 19:58:21,45.41,79.9186,266.15,75,81,3.12
448,Basco,PH,2022-12-30 19:58:21,20.4487,121.9702,297.26,81,100,14.15
449,Khed Brahma,IN,2022-12-30 19:58:22,24.0333,73.05,289.34,48,0,3.38
450,Shelton,US,2022-12-30 19:58:22,41.3165,-73.0932,288.73,68,31,1.34
451,Tautira,PF,2022-12-30 19:58:23,-17.7333,-149.15,299.29,80,41,5.22
452,Winona,US,2022-12-30 19:58:23,43.9666,-91.7668,269.03,72,75,2.06
453,Saint-Joseph,RE,2022-12-30 19:58:24,-21.3667,55.6167,297.36,82,23,1.76
454,Nanortalik,GL,2022-12-30 19:58:24,60.1432,-45.2371,264.66,76,44,7.91
455,Bathsheba,BB,2022-12-30 19:58:25,13.2167,-59.5167,298.49,88,75,9.77
456,Hurghada,EG,2022-12-30 19:58:25,27.2574,33.8129,290.17,55,0,5.14
457,Kaseda,JP,2022-12-30 19:58:25,31.4167,130.3167,281.81,73,72,5.51
458,Dakar,SN,2022-12-30 19:53:19,14.6937,-17.4441,297.64,67,51,1.92
459,Nara,JP,2022-12-30 19:59:26,34.6851,135.8049,278.98,69,17,1.46
460,Moshi,TZ,2022-12-30 19:59:26,-3.35,37.3333,298.36,60,100,2.11
461,Galle,LK,2022-12-30 19:55:09,6.0367,80.217,296.08,82,64,2.6
462,Codajas,BR,2022-12-30 19:59:27,-3.8367,-62.0569,300.41,89,69,0.57
463,Nevers,FR,2022-12-30 19:59:27,46.9167,3.3333,286.97,80,100,4.8
464,San Jose,US,2022-12-30 19:58:05,37.3394,-121.895,290.49,87,100,4.63
465,Saurimo,AO,2022-12-30 19:59:28,-9.6608,20.3916,290.44,98,95,0.75
466,Dumas,US,2022-12-30 19:59:28,35.8656,-101.9732,285.67,28,0,6.69
467,Kloulklubed,PW,2022-12-30 19:59:28,7.0419,134.2556,300.9,79,100,4.8
468,Sandwich,US,2022-12-30 19:59:29,41.6459,-88.6217,276.09,64,100,2.76
469,Uyskoye,RU,2022-12-30 19:59:29,54.3775,60.0047,254.53,100,88,1.87
470,Povenets,RU,2022-12-30 19:59:30,62.8487,34.8262,265.19,94,100,4.48
471,Lahaina,US,2022-12-30 19:54:34,20.8783,-156.6825,298.12,86,25,2.95
472,Harihar,IN,2022-12-30 19:59:30,14.5167,75.8,294.31,52,8,2.4
473,Abapo,BO,2022-12-30 19:59:30,-18.8333,-63.4667,302.95,31,76,4.74
474,Siteki,SZ,2022-12-30 19:59:31,-26.45,31.95,290.15,100,95,4.63
475,Goderich,CA,2022-12-30 19:59:31,43.7501,-81.7165,284.33,87,100,8.75
476,Raahe,FI,2022-12-30 19:59:32,64.6833,24.4833,272.2,99,100,4.8
477,Nanakuli,US,2022-12-30 19:59:32,21.3906,-158.1547,299.05,62,5,4.62
478,Kysyl-Syr,RU,2022-12-30 19:59:32,63.8986,122.7617,249.78,99,100,2.19
479,Ales,FR,2022-12-30 19:59:33,44.1333,4.0833,282.98,92,100,0.91
480,Magistralnyy,RU,2022-12-30 19:59:33,56.1725,107.4458,245.46,100,99,1.2
481,Ucluelet,CA,2022-12-30 19:59:33,48.9329,-125.5528,282.09,93,96,0.89
482,Gorontalo,ID,2022-12-30 19:59:34,0.5412,123.0595,297.09,95,99,1.81
483,Capoocan,PH,2022-12-30 19:59:34,11.2933,124.6419,297.28,95,100,1.52
484,Progreso,MX,2022-12-30 19:59:35,21.2833,-89.6667,304.32,52,9,2.23
485,Buin,CL,2022-12-30 19:59:35,-33.7333,-70.75,302.62,31,31,5.85
486,Broken Hill,AU,2022-12-30 19:59:35,-31.95,141.4333,296.15,40,1,5.58
487,Umm Lajj,SA,2022-12-30 19:59:36,25.0213,37.2685,295.64,52,1,4.28
488,San Policarpo,PH,2022-12-30 19:59:36,12.1791,125.5072,299.2,85,99,2.84
489,Storm Lake,US,2022-12-30 19:59:36,42.6411,-95.2097,273.73,93,0,3.09
490,Challapata,BO,2022-12-30 19:59:37,-18.9,-66.7667,285.62,55,97,6.37
491,Acajutla,SV,2022-12-30 19:59:37,13.5928,-89.8275,301.26,65,42,3.54
492,Ginir,ET,2022-12-30 19:59:37,7.1333,40.7,287.7,54,5,1.62
493,Shingu,JP,2022-12-30 19:59:38,33.7333,135.9833,275.86,80,17,2.86
494,Solyanka,RU,2022-12-30 19:59:38,46.3889,48.0176,274.12,80,0,4.0
495,Klaksvik,FO,2022-12-30 19:59:39,62.2266,-6.589,272.66,70,100,14.44
496,Appleton,US,2022-12-30 19:59:17,44.2619,-88.4154,273.48,85,100,5.14
497,Bukama,CD,2022-12-30 19:59:39,-9.2,25.85,293.04,99,100,0.6
498,Staryy Nadym,RU,2022-12-30 19:59:39,65.6118,72.6842,242.06,100,16,2.19
499,Praia Da Vitoria,PT,2022-12-30 19:59:40,38.7333,-27.0667,285.29,94,40,11.54
500,Sinnamary,GF,2022-12-30 19:59:40,5.3833,-52.95,298.65,86,88,4.05
501,Belaya Gora,RU,2022-12-30 19:59:41,68.5333,146.4167,242.41,100,97,0.81
502,Brigantine,US,2022-12-30 19:58:35,39.4101,-74.3646,289.28,75,3,5.81
503,La Libertad,EC,2022-12-30 19:59:41,-2.2333,-80.9,299.96,69,75,2.57
504,Jasper,US,2022-12-30 19:59:41,37.2001,-94.3502,285.4,57,100,0.89
505,Paita,PE,2022-12-30 19:59:42,-5.0892,-81.1144,297.38,68,16,6.92
506,Yuncheng,CN,2022-12-30 19:59:42,35.0231,110.9928,271.89,37,2,0.15
507,Maniitsoq,GL,2022-12-30 20:00:42,65.4167,-52.9,259.24,82,76,2.99
508,Sindal,DK,2022-12-30 20:00:43,57.4712,10.2031,279.0,85,100,9.92
509,Fuyu,CN,2022-12-30 20:00:44,45.1833,124.8167,259.9,83,7,4.17
510,Waingapu,ID,2022-12-30 20:00:46,-9.6567,120.2641,299.34,79,100,5.84
511,Snyder,US,2022-12-30 20:00:46,32.7179,-100.9176,289.31,38,0,4.12
512,Beboto,TD,2022-12-30 20:00:47,8.2668,16.939,294.97,26,74,2.01
513,Radford,US,2022-12-30 20:00:47,37.1318,-80.5764,290.28,60,75,1.79
514,Vaitape,PF,2022-12-30 20:00:48,-16.5167,-151.75,299.71,77,14,4.96
515,Alliston,CA,2022-12-30 20:00:43,44.1501,-79.8663,285.28,84,100,1.79
516,Kayanga,TZ,2022-12-30 20:00:48,-1.5303,31.1511,287.89,93,100,1.41
517,Si Racha,TH,2022-12-30 20:00:49,13.1737,100.9311,298.12,71,28,4.73
518,Coromandel,BR,2022-12-30 20:00:49,-18.4733,-47.2003,296.04,76,98,1.08
519,Belmonte,BR,2022-12-30 20:00:50,-15.8631,-38.8828,299.94,73,100,3.5
520,Fort Nelson,CA,2022-12-30 20:00:50,58.8053,-122.7002,255.34,86,86,0.26
521,Lorengau,PG,2022-12-30 20:00:51,-2.0226,147.2712,299.74,81,100,2.55
522,Havre-Saint-Pierre,CA,2022-12-30 20:00:51,50.2334,-63.5986,272.99,97,100,2.41
523,Konstantinovka,RU,2022-12-30 20:00:52,49.6167,127.9833,249.51,97,55,1.79
524,Dickinson,US,2022-12-30 20:00:52,29.4608,-95.0513,295.4,79,43,2.24
525,Monywa,MM,2022-12-30 20:00:53,22.1167,95.1333,289.95,73,13,1.53
526,Mporokoso,ZM,2022-12-30 20:00:53,-9.3727,30.125,288.95,97,100,1.3
527,Alto Longa,BR,2022-12-30 20:00:53,-5.2511,-42.2103,305.55,43,73,1.91
528,Okha,RU,2022-12-30 20:00:54,53.5739,142.9478,253.48,97,96,3.55
529,Coolum Beach,AU,2022-12-30 20:00:54,-26.5333,153.1,294.32,96,22,4.57
530,Guelph,CA,2022-12-30 20:00:27,43.5501,-80.2497,284.98,90,100,7.16
531,Biak,ID,2022-12-30 20:00:55,-0.9131,122.8766,297.93,79,100,1.7
532,Balabac,PH,2022-12-30 20:00:55,7.9868,117.0645,299.6,81,98,4.51
533,Portland,US,2022-12-30 19:51:57,45.5234,-122.6762,285.82,87,75,4.12
534,Kayalpattinam,IN,2022-12-30 20:00:56,8.5667,78.1167,298.24,78,5,5.41
535,Bocas Del Toro,PA,2022-12-30 20:00:56,9.3333,-82.25,300.54,71,4,4.04
536,Torbay,CA,2022-12-30 20:00:46,47.6666,-52.7314,270.14,80,100,2.75
537,Campos Gerais,BR,2022-12-30 20:00:57,-21.235,-45.7586,297.95,74,47,0.61
538,Poya,NC,2022-12-30 20:00:57,-21.35,165.15,298.77,84,33,3.99
539,Yaypan,UZ,2022-12-30 20:00:58,40.3758,70.8156,276.18,76,100,0.86
540,Veraval,IN,2022-12-30 20:00:58,20.9,70.3667,294.35,44,0,5.18
541,Coihaique,CL,2022-12-30 20:00:59,-45.5752,-72.0662,281.88,98,100,2.43
542,Odweyne,SO,2022-12-30 20:00:59,9.4092,45.064,293.22,66,14,2.74
543,Moose Factory,CA,2022-12-30 20:01:00,51.2585,-80.6094,274.14,93,100,4.63
544,Ngunguru,NZ,2022-12-30 20:01:01,-35.6167,174.5,291.93,83,58,2.28
545,Ust-Shonosha,RU,2022-12-30 20:01:01,61.1531,41.343,257.98,95,100,3.15
546,Selenduma,RU,2022-12-30 20:01:02,50.9131,106.2406,251.21,98,65,1.31
547,Abu Zabad,SD,2022-12-30 20:01:02,12.35,29.25,293.69,25,0,6.22
548,Gardner,US,2022-12-30 20:01:03,42.5751,-71.9981,288.71,34,100,2.57
549,Muisne,EC,2022-12-30 20:01:03,0.6,-80.0333,298.75,80,62,4.19
550,Makakilo City,US,2022-12-30 20:01:04,21.3469,-158.0858,298.26,71,5,5.29
551,Pangai,TO,2022-12-30 20:01:04,-19.8,-174.35,299.8,81,94,4.26
552,Kidal,ML,2022-12-30 20:01:04,18.4411,1.4078,294.69,8,100,4.65
553,Trofors,NO,2022-12-30 20:02:05,65.5333,13.4063,271.08,96,100,3.16
554,Solnechnyy,RU,2022-12-30 20:02:05,50.7214,136.6319,255.04,94,100,1.68
555,Malureni,RO,2022-12-30 20:02:06,45.1,24.8,278.83,82,95,1.5
556,Juegang,CN,2022-12-30 20:02:06,32.3174,121.1855,277.03,63,1,1.53
557,Boca Do Acre,BR,2022-12-30 20:02:07,-8.7522,-67.3978,295.51,99,100,0.15
558,Mordovo,RU,2022-12-30 20:02:07,52.0834,40.77,274.04,96,100,4.43
559,Mwanza,TZ,2022-12-30 20:02:08,-2.5167,32.9,294.73,69,100,2.55
560,Halifax,CA,2022-12-30 19:59:53,44.6453,-63.5724,279.09,93,100,4.12
